column_name,Description,source_sheet,type_status,column_type,is_required,actual_column_in_loans,business_category,test_function,test_type
policy_code,"publicly available policy_code=1
new products not publicly available policy_code=2",RLoanStatNew,found,string,True,policy_code,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
pub_rec,Number of derogatory public records,RLoanStatNew,found,string,True,pub_rec,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
pub_rec_bankruptcies,Number of public record bankruptcies,RLoanStatNew,found,int,True,pub_rec_bankruptcies,payment_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'range_check']"
purpose,A category provided by the borrower for the loan request. ,RLoanStatNew,found,string,True,purpose,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
pymnt_plan,Indicates if a payment plan has been put in place for the loan,RLoanStatNew,found,string,True,pymnt_plan,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
recoveries,post charge off gross recovery,RLoanStatNew,found,string,True,recoveries,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
revol_bal,Total credit revolving balance,RLoanStatNew,found,string,True,revol_bal,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
revol_util,"Revolving line utilization rate, or the amount of credit the borrower is using relative to all available revolving credit.",RLoanStatNew,found,string,True,revol_util,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
sub_grade,LC assigned loan subgrade,RLoanStatNew,found,string,True,sub_grade,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
tax_liens,Number of tax liens,RLoanStatNew,found,int,True,tax_liens,other,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'basic_validation', 'range_check']"
term,The number of payments on the loan. Values are in months and can be either 36 or 60.,RLoanStatNew,found,string,True,term,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
title,The loan title provided by the borrower,RLoanStatNew,found,string,True,title,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
tot_coll_amt,Total collection amounts ever owed,RLoanStatNew,found,string,True,tot_coll_amt,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
tot_cur_bal,Total current balance of all accounts,RLoanStatNew,found,string,True,tot_cur_bal,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
tot_hi_cred_lim,Total high credit/credit limit,RLoanStatNew,found,int,True,tot_hi_cred_lim,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
total_acc,The total number of credit lines currently in the borrower's credit file,RLoanStatNew,found,string,True,total_acc,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
total_bal_ex_mort,Total credit balance excluding mortgage,RLoanStatNew,found,int,True,total_bal_ex_mort,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
total_bal_il,Total current balance of all installment accounts,RLoanStatNew,found,string,True,total_bal_il,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
total_bc_limit,Total bankcard high credit/credit limit,RLoanStatNew,found,int,True,total_bc_limit,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
total_cu_tl,Number of finance trades,RLoanStatNew,found,string,True,total_cu_tl,other,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'basic_validation']"
total_il_high_credit_limit,Total installment high credit/credit limit,RLoanStatNew,found,int,True,total_il_high_credit_limit,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
total_pymnt,Payments received to date for total amount funded,RLoanStatNew,found,string,True,total_pymnt,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
total_pymnt_inv,Payments received to date for portion of total amount funded by investors,RLoanStatNew,found,string,True,total_pymnt_inv,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
total_rec_int,Interest received to date,RLoanStatNew,found,string,True,total_rec_int,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
total_rec_late_fee,Late fees received to date,RLoanStatNew,found,string,True,total_rec_late_fee,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
total_rec_prncp,Principal received to date,RLoanStatNew,found,string,True,total_rec_prncp,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
total_rev_hi_lim,Total revolving high credit/credit limit,RLoanStatNew,found,string,True,total_rev_hi_lim,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
url,URL for the LC page with listing data.,RLoanStatNew,found,string,True,url,other,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'basic_validation']"
verification_status,"Indicates if income was verified by LC, not verified, or if the income source was verified",RLoanStatNew,found,string,True,verification_status,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
verified_status_joint,"Indicates if the co-borrowers' joint income was verified by LC, not verified, or if the income source was verified",RLoanStatNew,not_in_file,,False,,financial_metrics,"['count_records', 'check_nulls', 'dtype_consistency', 'check_consistency', 'moving_average']","['stability', 'completeness']"
zip_code,The first 3 numbers of the zip code provided by the borrower in the loan application.,RLoanStatNew,found,string,True,zip_code,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
revol_bal_joint," Sum of revolving credit balance of the co-borrowers, net of duplicate balances",RLoanStatNew,found,int,True,revol_bal_joint,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
sec_app_fico_range_low, FICO range (high) for the secondary applicant,RLoanStatNew,not_in_file,,False,,credit_info,"['count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency']"
sec_app_fico_range_high, FICO range (low) for the secondary applicant,RLoanStatNew,not_in_file,,False,,credit_info,"['count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency']"
sec_app_earliest_cr_line, Earliest credit line at time of application for the secondary applicant,RLoanStatNew,found,string,True,sec_app_earliest_cr_line,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
sec_app_inq_last_6mths, Credit inquiries in the last 6 months at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_inq_last_6mths,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_mort_acc, Number of mortgage accounts at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_mort_acc,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_open_acc, Number of open trades at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_open_acc,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_revol_util, Ratio of total current balance to high credit/credit limit for all revolving accounts,RLoanStatNew,found,double,True,sec_app_revol_util,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
sec_app_open_act_il, Number of currently active installment trades at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_open_act_il,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_num_rev_accts, Number of revolving accounts at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_num_rev_accts,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_chargeoff_within_12_mths, Number of charge-offs within last 12 months at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_chargeoff_within_12_mths,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_collections_12_mths_ex_med, Number of collections within last 12 months excluding medical collections at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_collections_12_mths_ex_med,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
sec_app_mths_since_last_major_derog, Months since most recent 90-day or worse rating at time of application for the secondary applicant,RLoanStatNew,found,int,True,sec_app_mths_since_last_major_derog,loan_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'accuracy', 'range_check']"
hardship_flag,Flags whether or not the borrower is on a hardship plan,RLoanStatNew,found,string,True,hardship_flag,special_cases,"['find_duplicate_columns', 'count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'duplicated_files_by_name_and_size', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'custom_validation']"
hardship_type,Describes the hardship plan offering,RLoanStatNew,found,string,True,hardship_type,special_cases,"['find_duplicate_columns', 'count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'duplicated_files_by_name_and_size', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'custom_validation']"
hardship_reason,Describes the reason the hardship plan was offered,RLoanStatNew,found,string,True,hardship_reason,special_cases,"['find_duplicate_columns', 'count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'duplicated_files_by_name_and_size', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'custom_validation']"
hardship_status,"Describes if the hardship plan is active, pending, canceled, completed, or broken",RLoanStatNew,found,string,True,hardship_status,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
deferral_term,Amount of months that the borrower is expected to pay less than the contractual monthly payment amount due to a hardship plan,RLoanStatNew,found,string,True,deferral_term,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
hardship_amount,The interest payment that the borrower has committed to make each month while they are on a hardship plan,RLoanStatNew,found,string,True,hardship_amount,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
hardship_start_date,The start date of the hardship plan period,RLoanStatNew,found,string,True,hardship_start_date,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
hardship_end_date,The end date of the hardship plan period,RLoanStatNew,found,string,True,hardship_end_date,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
payment_plan_start_date,"The day the first hardship plan payment is due. For example, if a borrower has a hardship plan period of 3 months, the start date is the start of the three-month period in which the borrower is allowed to make interest-only payments.",RLoanStatNew,found,string,True,payment_plan_start_date,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
hardship_length,The number of months the borrower will make smaller payments than normally obligated due to a hardship plan,RLoanStatNew,found,string,True,hardship_length,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
hardship_dpd,Account days past due as of the hardship plan start date,RLoanStatNew,found,string,True,hardship_dpd,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
hardship_loan_status,Loan Status as of the hardship plan start date,RLoanStatNew,found,string,True,hardship_loan_status,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
orig_projected_additional_accrued_interest,The original projected additional interest amount that will accrue for the given hardship payment plan as of the Hardship Start Date. This field will be null if the borrower has broken their hardship payment plan.,RLoanStatNew,found,string,True,orig_projected_additional_accrued_interest,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
hardship_payoff_balance_amount,The payoff balance amount as of the hardship plan start date,RLoanStatNew,found,string,True,hardship_payoff_balance_amount,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
hardship_last_payment_amount,The last payment amount as of the hardship plan start date,RLoanStatNew,found,string,True,hardship_last_payment_amount,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
disbursement_method,"The method by which the borrower receives their loan. Possible values are: CASH, DIRECT_PAY",RLoanStatNew,found,string,True,disbursement_method,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
debt_settlement_flag,"Flags whether or not the borrower, who has charged-off, is working with a debt-settlement company.",RLoanStatNew,found,string,True,debt_settlement_flag,special_cases,"['find_duplicate_columns', 'count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'duplicated_files_by_name_and_size', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'custom_validation']"
debt_settlement_flag_date,The most recent date that the Debt_Settlement_Flag has been set  ,RLoanStatNew,found,string,True,debt_settlement_flag_date,payment_info,"['count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
settlement_status,"The status of the borrower’s settlement plan. Possible values are: COMPLETE, ACTIVE, BROKEN, CANCELLED, DENIED, DRAFT",RLoanStatNew,found,string,True,settlement_status,special_cases,"['find_duplicate_columns', 'count_records', 'validate_values_length', 'check_nulls', 'dtype_consistency', 'duplicated_files_by_name_and_size', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'custom_validation']"
settlement_date,The date that the borrower agrees to the settlement plan,RLoanStatNew,found,string,True,settlement_date,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
settlement_amount,The loan amount that the borrower has agreed to settle for,RLoanStatNew,found,string,True,settlement_amount,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
settlement_percentage,The settlement amount as a percentage of the payoff balance amount on the loan,RLoanStatNew,found,string,True,settlement_percentage,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
settlement_term,The number of months that the borrower will be on the settlement plan,RLoanStatNew,found,string,True,settlement_term,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
acceptd,The date which the borrower accepted  the offer,BrowseNotes,not_in_file,,False,,dates,"['count_records', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
acc_now_delinq,The number of accounts on which the borrower is now delinquent.,BrowseNotes,missing,string,False,acc_now_delinq,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
acc_open_past_24mths,Number of trades opened in past 24 months.,BrowseNotes,missing,int,False,acc_open_past_24mths,dates,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'validate_numeric_range', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness', 'range_check']"
addr_state,The state provided by the borrower in the loan application,BrowseNotes,missing,string,False,addr_state,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
all_util,Balance to credit limit on all trades,BrowseNotes,found,string,True,all_util,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
annual_inc_joint,The combined self-reported annual income provided by the co-borrowers during registration,BrowseNotes,found,string,True,annual_inc_joint,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
annual_inc,The self-reported annual income provided by the borrower during registration.,BrowseNotes,missing,string,False,annual_inc,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
application_type,Indicates whether the loan is an individual application or a joint application with two co-borrowers,BrowseNotes,found,string,True,application_type,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
avg_cur_bal,Average current balance of all accounts,BrowseNotes,found,string,True,avg_cur_bal,financial_metrics,"['count_records', 'validate_values_length', 'moving_average', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness']"
bcopentobuy,Total open to buy on revolving bankcards.,BrowseNotes,not_in_file,,False,,payment_info,"['dtype_consistency', 'count_records', 'check_nulls', 'check_consistency']","['stability', 'completeness']"
bc_util,Ratio of total current balance to high credit/credit limit for all bankcard accounts.,BrowseNotes,missing,string,False,bc_util,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
chargeoff_within_12_mths,Number of charge-offs within 12 months,BrowseNotes,found,double,True,chargeoff_within_12_mths,dates,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'validate_numeric_range', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness', 'range_check']"
collections_12_mths_ex_med,Number of collections in 12 months excluding medical collections,BrowseNotes,found,string,True,collections_12_mths_ex_med,dates,"['validate_date_format', 'count_records', 'validate_values_length', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
creditpulld,The date LC pulled credit for this loan,BrowseNotes,not_in_file,,False,,loan_info,"['count_records', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency']","['stability', 'completeness', 'accuracy']"
delinq_2yrs,The number of 30+ days past-due incidences of delinquency in the borrower's credit file for the past 2 years,BrowseNotes,missing,string,False,delinq_2yrs,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
delinq_amnt,The past-due amount owed for the accounts on which the borrower is now delinquent.,BrowseNotes,missing,int,False,delinq_amnt,credit_info,"['validate_sum', 'count_records', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'validate_numeric_range', 'check_consistency']","['stability', 'completeness', 'credit_score_consistency', 'range_check']"
desc,Loan description provided by the borrower,BrowseNotes,found,string,True,desc,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
dti,"A ratio calculated using the borrower’s total monthly debt payments on the total debt obligations, excluding mortgage and the requested LC loan, divided by the borrower’s self-reported monthly income.",BrowseNotes,found,string,True,dti,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
dti_joint,"A ratio calculated using the co-borrowers' total monthly payments on the total debt obligations, excluding mortgages and the requested LC loan, divided by the co-borrowers' combined self-reported monthly income",BrowseNotes,found,string,True,dti_joint,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
earliest_cr_line,The date the borrower's earliest reported credit line was opened,BrowseNotes,missing,string,False,earliest_cr_line,credit_info,"['count_records', 'validate_values_length', 'check_duplicates', 'check_nulls', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'credit_score_consistency']"
effective_int_rate,The effective interest rate is equal to the interest rate on a Note reduced by Lending Club's estimate of the impact of uncollected interest prior to charge off. ,BrowseNotes,not_in_file,,False,,dates,"['count_records', 'check_nulls', 'validate_date_range', 'dtype_consistency', 'file_timeliness', 'check_consistency', 'validate_date_format']","['stability', 'completeness', 'date_format_validation', 'timeliness']"
emp_title,The job title supplied by the Borrower when applying for the loan.*,BrowseNotes,found,string,True,emp_title,loan_info,"['count_records', 'validate_values_length', 'check_nulls', 'check_foreign_key', 'dtype_consistency', 'check_consistency', 'validate_allowed_values']","['stability', 'completeness', 'accuracy']"
